File_Name,Date,Max_Size_1,Max_Size_2
a02.csv,1978316,30,10
a20.csv,1986026,52,52
a20.csv,1986026,52,52
b01.csv,1979294,20,13
b01.csv,1979294,20,13
a11.csv,1980125,25,10
a11.csv,1980125,25,10
b10.csv,1992012,64,33
b10.csv,1992012,64,33
a35.csv,1996343,19,16
a35.csv,1996343,19,16
b16.csv,2000072,22,8
b16.csv,2000072,22,8
a71.csv,2021008,8,3
a71.csv,2021008,8,3
c33.csv,2016225,11,4
c33.csv,2016225,11,4
d14.csv,2013175,13,8
d14.csv,2013175,13,8
a53.csv,2005009,35,16
a53.csv,2005009,35,16
c15.csv,2011310,16,7
c15.csv,2011310,16,7
b34.csv,2015072,15,5
b34.csv,2015072,15,5
d32.csv,2022288,10,9
d32.csv,2022288,10,9
a17.csv,1983107,25,23
a17.csv,1983107,25,23
a44.csv,2001035,13,4
a44.csv,2001035,13,4
c06.csv,1987165,25,15
c06.csv,1987165,25,15
b25.csv,2003040,11,7
b25.csv,2003040,11,7
d23.csv,2016001,8,6
d23.csv,2016001,8,6
a08.csv,1979357,25,10
a08.csv,1979357,25,10
a62.csv,2012036,14,5
a62.csv,2012036,14,5
c24.csv,2005072,20,3
c24.csv,2005072,20,3
b43.csv,2017097,10,5
b43.csv,2017097,10,5
d05.csv,1979350,25,10
d05.csv,1979350,25,10
b07.csv,1987102,20,20
b07.csv,1987102,20,20
a26.csv,1987277,16,8
a26.csv,1987277,16,8
a79.csv,2022070.0,9.5,3.0
a79.csv,2022070.0,9.5,3.0
a39.csv,1998298,15,10
a39.csv,1998298,15,10
a75.csv,2021085,8,3
a75.csv,2021085,8,3
b38.csv,2016001,6,4
b38.csv,2016001,6,4
a57.csv,2008146,19,5
a57.csv,2008146,19,5
c19.csv,2002132,88,17
c19.csv,2002132,88,17
b29.csv,2010024,13,5
b29.csv,2010024,13,5
a48.csv,2003026,10,9
a48.csv,2003026,10,9
d27.csv,2018059,8,5
d27.csv,2018059,8,5
d09.csv,1995064,42,12
d09.csv,1995064,42,12
b47.csv,2019263,19,5
b47.csv,2019263,19,5
a66.csv,2016001,7,4
a66.csv,2016001,7,4
c28.csv,2010045,43,20
c28.csv,2010045,43,20
b21.csv,2001315,21,10
b21.csv,2001315,21,10
c02.csv,1979035,30,10
c02.csv,1979035,30,10
a40.csv,1999031,19,6
a40.csv,1999031,19,6
a04.csv,1979294,30,10
a04.csv,1979294,30,10
d01.csv,1976032,24,17
d01.csv,1976032,24,17
c20.csv,2003068,18,10
c20.csv,2003068,18,10
a22.csv,1986271,45,43
a22.csv,1986271,45,43
b03.csv,1983030,18,17
b03.csv,1983030,18,17
b30.csv,2012288,32,17
b30.csv,2012288,32,17
c11.csv,1997061,21,4
c11.csv,1997061,21,4
a13.csv,1980223,30,10
a13.csv,1980223,30,10
d10.csv,1996063,17,9
d10.csv,1996063,17,9
a31.csv,1991090,20,9
a31.csv,1991090,20,9
b12.csv,1997054,13,3
b12.csv,1997054,13,3
